image_id,perception,lat,lon,city,wins,total,Q,label
50f42b4ffdc9f065f00012a1,aesthetic,20.914563000000044,52.248497,Warsaw,4,4,1.0,1
50f42b4ffdc9f065f00012a8,aesthetic,21.020883000000023,52.200835,Warsaw,1,6,0.16666666666666666,0
50f42b4ffdc9f065f00012b1,aesthetic,20.90277100000003,52.219451,Warsaw,4,5,0.8,1
50f42b4ffdc9f065f00012b6,aesthetic,21.04112299999997,52.195918,Warsaw,3,3,1.0,1
50f42b4ffdc9f065f00012ba,aesthetic,21.051795999999968,52.159394,Warsaw,0,3,0.0,0
50f42b4ffdc9f065f00012bd,aesthetic,20.959608000000003,52.279846,Warsaw,4,5,0.8,1
50f42b50fdc9f065f00012cc,aesthetic,20.892401999999947,52.32079,Warsaw,8,8,1.0,1
50f42b50fdc9f065f00012d0,aesthetic,20.90586600000006,52.228361,Warsaw,4,5,0.8,1
50f42b50fdc9f065f00012d4,aesthetic,21.08480600000007,52.223318,Warsaw,0,4,0.0,0
50f42b50fdc9f065f00012d8,aesthetic,21.036294,52.206559,Warsaw,5,6,0.8333333333333334,1
50f42b50fdc9f065f00012dd,aesthetic,21.02052100000003,52.26696,Warsaw,6,7,0.8571428571428571,1
50f42b50fdc9f065f00012ed,aesthetic,21.14353499999993,52.271184,Warsaw,3,3,1.0,1
50f42b50fdc9f065f00012ee,aesthetic,21.016129999999976,52.250861,Warsaw,3,3,1.0,1
50f42b50fdc9f065f00012f4,aesthetic,21.03256799999997,52.167018,Warsaw,1,5,0.2,0
50f42b50fdc9f065f00012f5,aesthetic,20.997570999999997,52.240211,Warsaw,6,6,1.0,1
50f42b50fdc9f065f00012fd,aesthetic,20.98325699999998,52.282291,Warsaw,3,3,1.0,1
50f42b50fdc9f065f0001300,aesthetic,21.09749099999999,52.230186,Warsaw,0,3,0.0,0
50f42b50fdc9f065f0001301,aesthetic,21.11387300000001,52.17121,Warsaw,3,3,1.0,1
50f42b50fdc9f065f0001303,aesthetic,21.08107300000006,52.280053,Warsaw,4,4,1.0,1
50f42b50fdc9f065f0001306,aesthetic,21.075649,52.291979,Warsaw,7,7,1.0,1
50f42b51fdc9f065f000130a,aesthetic,21.16998799999999,52.216448,Warsaw,3,3,1.0,1
50f42b51fdc9f065f0001310,aesthetic,21.10318099999995,52.305985,Warsaw,7,7,1.0,1
50f42b51fdc9f065f0001315,aesthetic,20.945318000000043,52.283819,Warsaw,6,7,0.8571428571428571,1
50f42b51fdc9f065f0001318,aesthetic,21.00903100000005,52.245712,Warsaw,6,6,1.0,1
50f42b51fdc9f065f000131b,aesthetic,21.133824000000004,52.184285,Warsaw,0,6,0.0,0
50f42b51fdc9f065f000131d,aesthetic,21.11255099999994,52.213289,Warsaw,0,4,0.0,0
50f42b51fdc9f065f000131f,aesthetic,20.892481999999973,52.328924,Warsaw,4,4,1.0,1
50f42b51fdc9f065f0001321,aesthetic,21.00586399999997,52.1769,Warsaw,5,5,1.0,1
50f42b51fdc9f065f0001323,aesthetic,21.064775999999934,52.258152,Warsaw,5,6,0.8333333333333334,1
50f42b51fdc9f065f0001327,aesthetic,21.006413000000062,52.295721,Warsaw,0,4,0.0,0
50f42b51fdc9f065f000132d,aesthetic,21.03050600000006,52.165539,Warsaw,4,5,0.8,1
50f42b51fdc9f065f000132e,aesthetic,21.091834000000063,52.263986,Warsaw,4,4,1.0,1
50f42b51fdc9f065f000132f,aesthetic,21.05110200000001,52.146116,Warsaw,0,3,0.0,0
50f42b51fdc9f065f0001336,aesthetic,21.00639799999999,52.226529,Warsaw,4,5,0.8,1
50f42b51fdc9f065f0001338,aesthetic,21.073544999999967,52.171906,Warsaw,1,5,0.2,0
50f42b51fdc9f065f0001339,aesthetic,21.15825700000005,52.230269,Warsaw,5,6,0.8333333333333334,1
50f42b51fdc9f065f000133a,aesthetic,21.045556000000037,52.235845,Warsaw,3,3,1.0,1
50f42b51fdc9f065f000133d,aesthetic,21.123297999999977,52.284382,Warsaw,4,4,1.0,1
50f42b51fdc9f065f0001342,aesthetic,21.02489300000002,52.297784,Warsaw,0,3,0.0,0
50f42b51fdc9f065f0001343,aesthetic,20.92406900000003,52.247693,Warsaw,0,3,0.0,0
50f42b51fdc9f065f0001344,aesthetic,21.02569600000004,52.158959,Warsaw,6,6,1.0,1
50f42b52fdc9f065f000134c,aesthetic,20.983042999999952,52.319197,Warsaw,1,5,0.2,0
50f42b52fdc9f065f0001353,aesthetic,21.16924599999993,52.214994,Warsaw,4,5,0.8,1
50f42b52fdc9f065f000135c,aesthetic,20.976619000000028,52.321804,Warsaw,3,3,1.0,1
50f42b52fdc9f065f000135d,aesthetic,21.107876000000036,52.295858,Warsaw,3,3,1.0,1
50f42b52fdc9f065f0001360,aesthetic,20.93617500000005,52.293254,Warsaw,4,5,0.8,1
50f42b52fdc9f065f0001361,aesthetic,20.89144899999997,52.320964,Warsaw,1,6,0.16666666666666666,0
50f42b52fdc9f065f0001363,aesthetic,21.12347999999997,52.201417,Warsaw,6,7,0.8571428571428571,1
50f42b52fdc9f065f0001364,aesthetic,20.91322200000002,52.263116,Warsaw,3,3,1.0,1
50f42b52fdc9f065f000136c,aesthetic,21.01186299999995,52.241968,Warsaw,11,11,1.0,1
50f42b52fdc9f065f0001372,aesthetic,21.18813499999999,52.207071,Warsaw,0,4,0.0,0
50f42b53fdc9f065f0001376,aesthetic,21.06454800000006,52.187764,Warsaw,0,3,0.0,0
50f42b53fdc9f065f0001377,aesthetic,21.10956699999997,52.132684,Warsaw,4,5,0.8,1
50f42b53fdc9f065f0001380,aesthetic,21.05369799999994,52.186653,Warsaw,4,4,1.0,1
50f42b53fdc9f065f000138c,aesthetic,20.98495200000002,52.326531,Warsaw,3,3,1.0,1
50f42b53fdc9f065f000138d,aesthetic,20.898281999999995,52.23154,Warsaw,0,3,0.0,0
50f42b53fdc9f065f0001394,aesthetic,21.00034099999993,52.192157,Warsaw,5,6,0.8333333333333334,1
50f42b53fdc9f065f000139f,aesthetic,20.972135999999978,52.358764,Warsaw,5,5,1.0,1
50f42b7afdc9f065f00013a8,aesthetic,21.10157900000001,52.238198,Warsaw,0,3,0.0,0
50f42b7bfdc9f065f00013ab,aesthetic,21.12793099999999,52.249862,Warsaw,0,4,0.0,0
50f42b7bfdc9f065f00013ac,aesthetic,21.02928099999997,52.150446,Warsaw,0,3,0.0,0
50f42b7bfdc9f065f00013ae,aesthetic,20.941093000000023,52.217525,Warsaw,1,5,0.2,0
50f42b7bfdc9f065f00013b0,aesthetic,21.020876999999928,52.214043,Warsaw,1,6,0.16666666666666666,0
50f42b7bfdc9f065f00013b6,aesthetic,20.974792999999977,52.315201,Warsaw,0,3,0.0,0
50f42b7bfdc9f065f00013b8,aesthetic,20.96517199999994,52.260564,Warsaw,3,3,1.0,1
50f42b7bfdc9f065f00013bc,aesthetic,21.073834000000037,52.174192,Warsaw,4,4,1.0,1
50f42b7bfdc9f065f00013be,aesthetic,20.978012000000035,52.244374,Warsaw,1,5,0.2,0
50f42b7bfdc9f065f00013c0,aesthetic,20.87402299999997,52.334926,Warsaw,4,4,1.0,1
50f42b7bfdc9f065f00013c2,aesthetic,21.08647300000007,52.172983,Warsaw,6,7,0.8571428571428571,1
50f42b7bfdc9f065f00013c4,aesthetic,21.17382799999996,52.24784,Warsaw,5,6,0.8333333333333334,1
50f42b7cfdc9f065f00013d3,aesthetic,21.071673000000036,52.176282,Warsaw,5,5,1.0,1
50f42b7cfdc9f065f00013d7,aesthetic,20.98476099999993,52.319948,Warsaw,1,6,0.16666666666666666,0
50f42b7cfdc9f065f00013d9,aesthetic,21.11309700000004,52.216313,Warsaw,5,6,0.8333333333333334,1
50f42b7cfdc9f065f00013e2,aesthetic,21.188132,52.192537,Warsaw,4,4,1.0,1
50f42b7cfdc9f065f00013e5,aesthetic,21.101728999999978,52.298438,Warsaw,1,6,0.16666666666666666,0
50f42b7cfdc9f065f00013e8,aesthetic,21.00496299999997,52.170195,Warsaw,3,3,1.0,1
50f42b7dfdc9f065f00013ed,aesthetic,20.999281999999997,52.291693,Warsaw,3,3,1.0,1
50f42b7dfdc9f065f00013ee,aesthetic,21.08539199999996,52.161058,Warsaw,4,5,0.8,1
50f42b7dfdc9f065f00013f5,aesthetic,21.11130400000002,52.131701,Warsaw,5,6,0.8333333333333334,1
50f42b7efdc9f065f00013fd,aesthetic,21.056374000000005,52.13992,Warsaw,0,3,0.0,0
50f42b7efdc9f065f0001401,aesthetic,21.104274000000032,52.177495,Warsaw,5,6,0.8333333333333334,1
50f42b7efdc9f065f0001406,aesthetic,21.16916900000001,52.259933,Warsaw,5,5,1.0,1
50f42b7efdc9f065f000140c,aesthetic,21.04990699999996,52.276429,Warsaw,7,8,0.875,1
50f42b7efdc9f065f0001413,aesthetic,20.94756899999993,52.179418,Warsaw,0,5,0.0,0
50f42b7efdc9f065f0001421,aesthetic,21.113886999999977,52.244466,Warsaw,4,5,0.8,1
50f42b80fdc9f065f0001423,aesthetic,21.001866999999947,52.241696,Warsaw,6,7,0.8571428571428571,1
50f42b80fdc9f065f0001424,aesthetic,21.001837000000023,52.233835,Warsaw,1,6,0.16666666666666666,0
50f42b80fdc9f065f0001433,aesthetic,21.015052999999966,52.152098,Warsaw,4,4,1.0,1
50f42b80fdc9f065f0001439,aesthetic,21.03988400000003,52.309317,Warsaw,6,7,0.8571428571428571,1
50f42b80fdc9f065f000143a,aesthetic,20.923328999999967,52.196324,Warsaw,0,3,0.0,0
50f42b80fdc9f065f0001447,aesthetic,20.915463000000045,52.228191,Warsaw,1,5,0.2,0
50f42b80fdc9f065f0001452,aesthetic,21.01156100000003,52.144379,Warsaw,5,5,1.0,1
50f42b82fdc9f065f0001456,aesthetic,21.135602999999943,52.150532,Warsaw,6,6,1.0,1
50f42b82fdc9f065f000145e,aesthetic,21.061204999999973,52.262851,Warsaw,4,5,0.8,1
50f42b82fdc9f065f0001460,aesthetic,21.182123000000047,52.178899,Warsaw,4,5,0.8,1
50f42b82fdc9f065f000146d,aesthetic,20.901951000000054,52.210406,Warsaw,5,6,0.8333333333333334,1
50f42b82fdc9f065f0001476,aesthetic,21.067706999999928,52.233829,Warsaw,0,4,0.0,0
50f42b82fdc9f065f0001477,aesthetic,21.029686999999967,52.299215,Warsaw,0,3,0.0,0
50f42b82fdc9f065f000147c,aesthetic,21.05959699999994,52.18067,Warsaw,4,4,1.0,1
50f42b83fdc9f065f0001485,aesthetic,21.015648000000056,52.224881,Warsaw,4,5,0.8,1
50f42b83fdc9f065f0001498,aesthetic,21.083632999999963,52.307571,Warsaw,0,4,0.0,0
50f42b83fdc9f065f000149b,aesthetic,21.022291,52.142994,Warsaw,0,5,0.0,0
50f42b83fdc9f065f000149d,aesthetic,21.042138000000023,52.26061,Warsaw,5,6,0.8333333333333334,1
50f42b83fdc9f065f000149f,aesthetic,21.043290999999957,52.268081,Warsaw,0,4,0.0,0
50f42b87fdc9f065f00014a3,aesthetic,20.990415999999986,52.264178,Warsaw,5,5,1.0,1
50f42b87fdc9f065f00014a4,aesthetic,21.032993000000037,52.216208,Warsaw,4,4,1.0,1
50f42b87fdc9f065f00014a6,aesthetic,21.02160900000001,52.282489,Warsaw,4,4,1.0,1
50f42b87fdc9f065f00014ad,aesthetic,21.00897299999997,52.244031,Warsaw,3,3,1.0,1
50f42b87fdc9f065f00014ae,aesthetic,21.092715,52.308243,Warsaw,1,6,0.16666666666666666,0
50f42b87fdc9f065f00014af,aesthetic,21.159633999999983,52.264379,Warsaw,7,8,0.875,1
50f42b87fdc9f065f00014ba,aesthetic,21.01156100000003,52.279003,Warsaw,0,3,0.0,0
50f42b87fdc9f065f00014bc,aesthetic,20.922687,52.239227,Warsaw,4,4,1.0,1
50f42b87fdc9f065f00014c0,aesthetic,21.134933000000046,52.160618,Warsaw,3,3,1.0,1
50f42b87fdc9f065f00014c5,aesthetic,21.029958999999963,52.162619,Warsaw,1,8,0.125,0
50f42b87fdc9f065f00014cd,aesthetic,21.13534100000004,52.244139,Warsaw,0,6,0.0,0
50f42b87fdc9f065f00014cf,aesthetic,21.00314800000001,52.245948,Warsaw,4,5,0.8,1
50f42b88fdc9f065f00014dc,aesthetic,20.953614000000016,52.27468,Warsaw,4,4,1.0,1
50f42b88fdc9f065f00014de,aesthetic,21.077841000000035,52.23344,Warsaw,0,3,0.0,0
50f42b88fdc9f065f00014e0,aesthetic,21.06033000000002,52.259516,Warsaw,4,5,0.8,1
50f42b88fdc9f065f00014f6,aesthetic,21.15972499999998,52.224853,Warsaw,5,5,1.0,1
50f42b88fdc9f065f0001500,aesthetic,20.963095000000067,52.243423,Warsaw,3,3,1.0,1
50f42b88fdc9f065f0001503,aesthetic,21.07480399999997,52.175469,Warsaw,0,3,0.0,0
50f42b88fdc9f065f0001505,aesthetic,20.96151599999996,52.277598,Warsaw,0,5,0.0,0
50f42b88fdc9f065f0001506,aesthetic,21.180076999999983,52.190848,Warsaw,6,7,0.8571428571428571,1
50f42b88fdc9f065f0001509,aesthetic,21.045362999999952,52.168463,Warsaw,4,4,1.0,1
50f42b88fdc9f065f000150f,aesthetic,21.08742099999995,52.239351,Warsaw,1,5,0.2,0
50f42b88fdc9f065f0001513,aesthetic,21.01726400000007,52.160931,Warsaw,0,4,0.0,0
50f42b88fdc9f065f0001514,aesthetic,20.932758000000035,52.257632,Warsaw,7,7,1.0,1
50f42b88fdc9f065f000151a,aesthetic,21.007792999999992,52.241676,Warsaw,7,8,0.875,1
50f42b88fdc9f065f000151c,aesthetic,20.944740000000024,52.25737,Warsaw,6,6,1.0,1
50f42b89fdc9f065f0001522,aesthetic,21.085953000000018,52.235048,Warsaw,6,7,0.8571428571428571,1
50f42b89fdc9f065f0001524,aesthetic,21.06518600000004,52.272581,Warsaw,1,6,0.16666666666666666,0
50f42b89fdc9f065f0001525,aesthetic,21.10824600000001,52.233513,Warsaw,4,4,1.0,1
50f42b89fdc9f065f0001526,aesthetic,20.899667000000026,52.198874,Warsaw,0,3,0.0,0
50f42b89fdc9f065f0001529,aesthetic,20.93058700000006,52.296061,Warsaw,4,5,0.8,1
50f42b89fdc9f065f000152a,aesthetic,20.952316999999997,52.183803,Warsaw,0,3,0.0,0
50f42b89fdc9f065f000152c,aesthetic,20.90695000000005,52.200905,Warsaw,4,5,0.8,1
50f42b89fdc9f065f000152e,aesthetic,20.999809000000027,52.245892,Warsaw,0,4,0.0,0
50f42b89fdc9f065f0001533,aesthetic,20.990818999999988,52.342531,Warsaw,7,7,1.0,1
50f42b89fdc9f065f0001538,aesthetic,21.004658999999947,52.203203,Warsaw,4,4,1.0,1
50f42b89fdc9f065f000153e,aesthetic,21.06955300000004,52.227813,Warsaw,0,4,0.0,0
50f42b89fdc9f065f0001541,aesthetic,21.053301000000037,52.250782,Warsaw,1,5,0.2,0
50f42b89fdc9f065f0001545,aesthetic,21.091864999999984,52.248302,Warsaw,4,5,0.8,1
50f42baafdc9f065f0001549,aesthetic,21.02360999999996,52.158264,Warsaw,4,4,1.0,1
50f42baafdc9f065f000154d,aesthetic,21.12773500000003,52.287383,Warsaw,1,6,0.16666666666666666,0
50f42baafdc9f065f0001550,aesthetic,21.18623100000002,52.210039,Warsaw,4,4,1.0,1
50f42babfdc9f065f0001552,aesthetic,20.923358000000007,52.307527,Warsaw,5,6,0.8333333333333334,1
50f42babfdc9f065f0001554,aesthetic,21.003574999999955,52.189636,Warsaw,4,5,0.8,1
50f42babfdc9f065f0001556,aesthetic,21.126123000000007,52.258239,Warsaw,1,5,0.2,0
50f42babfdc9f065f000155d,aesthetic,21.11876800000005,52.285569,Warsaw,3,3,1.0,1
50f42babfdc9f065f0001560,aesthetic,20.986043999999996,52.308719,Warsaw,6,7,0.8571428571428571,1
50f42babfdc9f065f0001564,aesthetic,21.03450699999996,52.254432,Warsaw,1,5,0.2,0
50f42babfdc9f065f0001569,aesthetic,21.006574,52.230975,Warsaw,5,5,1.0,1
50f42babfdc9f065f000156f,aesthetic,21.023210000000063,52.234257,Warsaw,5,5,1.0,1
50f42babfdc9f065f0001570,aesthetic,21.17510200000004,52.222429,Warsaw,5,6,0.8333333333333334,1
50f42bacfdc9f065f000157c,aesthetic,21.11609599999997,52.284276,Warsaw,3,3,1.0,1
50f42bacfdc9f065f000157e,aesthetic,20.91517699999997,52.216603,Warsaw,0,3,0.0,0
50f42bacfdc9f065f000158b,aesthetic,20.99977899999999,52.334506,Warsaw,4,5,0.8,1
50f42bacfdc9f065f0001590,aesthetic,21.06552499999998,52.22281,Warsaw,4,5,0.8,1
50f42badfdc9f065f0001593,aesthetic,21.01743399999998,52.201821,Warsaw,4,4,1.0,1
50f42badfdc9f065f0001597,aesthetic,20.940342999999984,52.181738,Warsaw,4,5,0.8,1
50f42badfdc9f065f000159d,aesthetic,21.04845499999999,52.141512,Warsaw,4,4,1.0,1
50f42badfdc9f065f00015a5,aesthetic,21.091774999999984,52.307757,Warsaw,0,3,0.0,0
50f42badfdc9f065f00015aa,aesthetic,21.18219799999997,52.176172,Warsaw,3,3,1.0,1
50f42baefdc9f065f00015b1,aesthetic,20.913520999999943,52.239885,Warsaw,3,3,1.0,1
50f42baefdc9f065f00015b4,aesthetic,21.022481999999968,52.206053,Warsaw,4,4,1.0,1
50f42baefdc9f065f00015bb,aesthetic,20.96950100000004,52.282875,Warsaw,6,7,0.8571428571428571,1
50f42baefdc9f065f00015bc,aesthetic,20.97327999999993,52.185276,Warsaw,1,5,0.2,0
50f42baefdc9f065f00015c4,aesthetic,21.046325000000024,52.187934,Warsaw,12,12,1.0,1
50f42baefdc9f065f00015c6,aesthetic,20.93966499999999,52.305615,Warsaw,4,5,0.8,1
50f42bb0fdc9f065f00015c9,aesthetic,21.033638999999997,52.227171,Warsaw,4,5,0.8,1
50f42bb0fdc9f065f00015cc,aesthetic,21.029192999999964,52.240588,Warsaw,1,6,0.16666666666666666,0
50f42bb0fdc9f065f00015cf,aesthetic,20.994304000000056,52.25394,Warsaw,4,5,0.8,1
50f42bb0fdc9f065f00015d5,aesthetic,20.965585000000036,52.239007,Warsaw,4,4,1.0,1
50f42bb0fdc9f065f00015de,aesthetic,21.05013199999996,52.155865,Warsaw,5,5,1.0,1
50f42bb0fdc9f065f00015e3,aesthetic,20.97299999999996,52.281135,Warsaw,11,13,0.8461538461538461,1
50f42bb0fdc9f065f00015e4,aesthetic,21.17074100000002,52.192046,Warsaw,3,3,1.0,1
50f42bb0fdc9f065f00015ed,aesthetic,21.056061,52.277441,Warsaw,1,7,0.14285714285714285,0
50f42bb0fdc9f065f00015f0,aesthetic,21.086428999999956,52.166253,Warsaw,7,7,1.0,1
50f42bb0fdc9f065f00015f2,aesthetic,21.058498999999983,52.141059,Warsaw,4,5,0.8,1
50f42bb0fdc9f065f00015f6,aesthetic,20.93023600000004,52.246932,Warsaw,4,5,0.8,1
50f42bb0fdc9f065f00015f8,aesthetic,20.948464999999945,52.26065,Warsaw,5,6,0.8333333333333334,1
50f42bb1fdc9f065f00015ff,aesthetic,20.931465000000003,52.248429,Warsaw,1,5,0.2,0
50f42bb1fdc9f065f0001601,aesthetic,21.012929999999983,52.25118,Warsaw,4,4,1.0,1
50f42bb1fdc9f065f0001604,aesthetic,21.113306999999963,52.170473,Warsaw,3,3,1.0,1
50f42bb1fdc9f065f0001605,aesthetic,20.952019000000064,52.329247,Warsaw,4,5,0.8,1
50f42bb1fdc9f065f0001606,aesthetic,21.065473999999995,52.15943,Warsaw,0,3,0.0,0
50f42bb1fdc9f065f0001608,aesthetic,21.14890300000002,52.230397,Warsaw,0,3,0.0,0
50f42bb1fdc9f065f0001609,aesthetic,21.17545599999994,52.180748,Warsaw,5,6,0.8333333333333334,1
50f42bb1fdc9f065f000160a,aesthetic,20.939295000000016,52.225759,Warsaw,5,5,1.0,1
50f42bb1fdc9f065f000160c,aesthetic,21.06231200000002,52.188336,Warsaw,1,5,0.2,0
50f42bb1fdc9f065f000160f,aesthetic,20.97113100000001,52.181602,Warsaw,4,4,1.0,1
50f42bb1fdc9f065f0001611,aesthetic,21.071448000000032,52.267095,Warsaw,4,4,1.0,1
50f42bb1fdc9f065f000161a,aesthetic,20.982441999999992,52.250364,Warsaw,3,3,1.0,1
50f42bb1fdc9f065f000161b,aesthetic,21.06351799999993,52.238418,Warsaw,4,4,1.0,1
50f42bb4fdc9f065f0001624,aesthetic,21.09128899999996,52.222785,Warsaw,3,3,1.0,1
50f42bb4fdc9f065f000162a,aesthetic,20.938050999999973,52.294718,Warsaw,5,6,0.8333333333333334,1
50f42bb4fdc9f065f000162c,aesthetic,20.929732999999946,52.195566,Warsaw,0,3,0.0,0
50f42bb4fdc9f065f000162d,aesthetic,21.044632999999976,52.26885,Warsaw,1,5,0.2,0
50f42bb4fdc9f065f0001630,aesthetic,20.881831000000037,52.342948,Warsaw,1,5,0.2,0
50f42bb4fdc9f065f0001633,aesthetic,20.936464,52.259305,Warsaw,4,5,0.8,1
50f42bb4fdc9f065f0001634,aesthetic,21.15695400000004,52.267273,Warsaw,4,4,1.0,1
50f42bb4fdc9f065f0001639,aesthetic,20.90274999999997,52.283774,Warsaw,0,3,0.0,0
50f42bb4fdc9f065f000163c,aesthetic,20.896710999999986,52.240882,Warsaw,1,7,0.14285714285714285,0
50f42bb4fdc9f065f000163d,aesthetic,21.124607999999967,52.239905,Warsaw,0,3,0.0,0
50f42bb4fdc9f065f0001644,aesthetic,21.139361000000008,52.22447,Warsaw,0,3,0.0,0
50f42bb4fdc9f065f0001646,aesthetic,21.104866000000012,52.128313,Warsaw,0,4,0.0,0
50f42bb5fdc9f065f000164a,aesthetic,21.077584,52.162351,Warsaw,0,4,0.0,0
50f42bb5fdc9f065f0001653,aesthetic,20.986877999999933,52.26635,Warsaw,4,5,0.8,1
